setup_id,month,room_name,device_name,watts,hours,quantity,monthly_kwh,monthly_bill,cost_per_kwh,daily_wh,usage_level,season,is_heavy_appliance
891,Jan,living room, Light  ,-10.0,9.0,2.0,5.4,43.2,8.0,-180.0,Low,Winter,False
41,dec,drawing room,Fan,55.0,14.0,1.0,23.1,184.8,8.0,770.0,Medium,,False
113,Dec,Dining_Room,LIGHT,18.0,-7.2,3.0,11.66,93.31,8.0,-388.8,Low,Winter,False
777,February,Dining Room,Light,36.0,9.4,3.0,30.46,243.65,8.0,1015.2,Medium,,False
559,June,drawing room,Computer,176.0,5.9,3.0,93.46,747.65,8.0,3115.2,Medium,,False
252,Apr,Drawing Room, Computer  ,284.0,4.4,3.0,112.46,899.71,8.0,3748.8,High,Spring,False
787,jun, Kitchen  ,Light,15.0,,1.0,2.25,18.0,8.0,,Low,,False
317,January,dining room,Fan,58.0,10.5,3.0,54.81,438.48,8.0,1827.0,Medium,,False
927,Jan,DRAWING ROOM,AC,993.0,8.8,3.0,786.46,6291.65,8.0,26215.2,High,Winter,True
670,Oct,Living Room,ac,1703.0,7.6,1.0,388.28,3106.27,8.0,12942.8,High,Autumn,True
66,sep, Bedroom  ,Computer,349.0,7.5,2.0,157.05,1256.4,8.0,5235.0,high,,False
288,Sep,KITCHEN,LIGHT,26.0,7.3,2.0,11.39,91.1,8.0,379.6,low,Autumn,False
544,Aug,kitchen,Fridge,280.0,22.8,1.0,191.52,1532.16,8.0,6384.0,high,Summer,True
13,oct, Dining Room  ,light,37.0,4.4,1.0.0,4.88,39.07,8.01,,low,,False
40,aug,bathroom,Washing Machine,633.0,1.8,2.0,68.36,546910.0,8000.44,2278.8,Medium,,True
787,Jul,Dining Room,Fan,51.0,17.1,3.0,78.49,627910.0,7999.87,2616.3,medium,Summer,False
464,Jun,,heater,1158.0,3.2,2.0,222.34,1778.69,8.0,7411.2,High,Summer,False
203,Apr,, Fan  ,86.0,14.5,,74.82,598.56,8.0,,Medium,Spring,False
440,September,KITCHEN,Washing Machine,678.0,0.7,2.0,28.48,227.81,8.0,949.2,Medium,,True
128,Aug,Bathroom,Heater,1409.0,1.6,3.0,202.9,1623.17,8.0,6763.2,high,Summer,False
415,April,Living Room,fan,55.0,15.2,1.0,25.08,200.64,8.0,836.0,Medium,,False
459,February,Living_Room,Computer,101.0,6.6,2.0,40.0,,,1333.2,medium,,False
839,June,Bathroom,Fan,51.0,17.7,2.0,54.16,433.3,8.0,1805.4,Medium,,False
41,October,Dining Room,FAN,59.0,13.3,1.0,23.54,188.33,8.0,784.7,Med,,False
79,Apr, Bedroom  ,Fan,65.0,7.9,1.0,0.0154,123.24,8002.6,513.5,Low,Spring,False
344,JAN,Living Room, AC  ,1605.0,3.9,2.0,375.57,3004.56,8.0,12519.0,high,,True
743,Dec,Drawing Room,light,38.0,8.0,1.0,9.12,72.96,8.0,304.0,Low,Winter,False
545,Nov,Drawing Room,Computer,254.0,8.6,2.0.0,131.06,1048.51,8.0,,high,Autumn,False
620,November,Kitchen,Light,35.0,6.8,1.0,7.14,57.12,8.0,238.0,Low,,False
210,Dec,DRAWING ROOM,TV,-106.0,5.0,2.0,,254.4,,-1060.0,,Winter,False
45,September,KITCHEN,Fan,87.0,8.4,2.0,43.85,350.78,8.0,1461.6,Medium,,False
237,Feb,KITCHEN,Light,34.0,7.2,3.0,22.03,176.26,8.0,734.4,Med,Winter,False
310,September,Dining Room,Fan,66.0,8.2,3.0,48.71,389.66,8.0,1623.6,medium,,False
599,Mar,Kitchen,Light,22.0,8.6,1.0,,45.41,,189.2,,Spring,False
54,Nov,BATHROOM,Heater,1409.0,2.1,1.0,88.77,710.14,8.0,2958.9,Medium,Autumn,False
234,Jun,Kitchen,Fan,83.0,17.0,1.0,42.33,338.64,8.0,1411.0,Medium,Summer,False
969,AUG,Living Room,,321.0,4.1,1.0,39.48,315.86,8.0,1316.1,medium,,
9,May, Living Room  ,computer,22200.0,5.7,3.0,113.89,911.09,8.0,379620.0,high,Spring,False
706,Apr,Drawing Room, TV  ,146.0,2.7,3.0,35.48,283.82,8.0,1182.6,Medium,Spring,False
603,Sep,Drawing Room,LIGHT,11.0,8.1,1.0,2.67,21.38,8.01,89.1,Low,Autumn,False
3,Nov,Kitchen, Fridge  ,156.0,22.1,1.0,103.43,827.42,8.0,3447.6,high,Autumn,True
78,Oct, Bedroom  , Heater  ,1031.0,2.8,3.0,259.81,2078.5,8.0,8660.4,HIGH,Autumn,False
339,August,bedroom, AC  ,1435.0,8.0,2.0.0,688.8,5510.4,8.0,,HIGH,,True
652,Sep,Kitchen,fan,69.0,14.0,3.0,,695.52,,2898.0,,Autumn,False
439,May,Living_Room,,26.0,8.0,2.0,12.48,99.84,8.0,416.0,low,Spring,
245,Sep,BATHROOM,,38.0,8.1,3.0,27.7,221.62,8.0,923.4,Med,Autumn,
96,Jan, Living Room  , Computer  ,194.0,5.1,2.0,59.36,474.91,8.0,1978.8,Medium,Winter,False
726,,Living Room,Computer,215.0,,1.0.0,30.32,242.52,8.0,,Med,,False
978,Nov,Bathroom,Heater,1343.0,3.0,1.0,120.87,966.96,8.0,4029.0,high,Autumn,False
216,Oct,bedroom,Light,18.0,4.9,3.0,7.94,,,264.6,Low,Autumn,False
564,December,Bedroom,Fan,69.0,14.5,2.0,60.03,480.24,8.0,2001.0,medium,,False
226,feb,BEDROOM,AC,1948.0,330.0,2.0,385.7,3085.63,8.0,1285680.0,HIGH,,True
561,Mar,bedroom,AC,1630.0,,3.0,865.53,6924.24,8.0,,high,Spring,True
803,sep,DRAWING ROOM,light,12.0,4.2,1.0,1.51,12.1,8.01,50.4,low,,False
176,Oct,Living_Room,Computer,117.0,2.3,1.0,8.07,64.58,8.0,269.1,low,Autumn,False
862,Jan,Living_Room,Light,30.0,-4.5,1.0,4.05,32.4,8.0,-135.0,Low,Winter,False
474,Dec, Drawing Room  , Computer  ,356.0,8.0,2.0,170.88,1367.04,8.0,5696.0,high,Winter,False
664,Jan,Drawing Room,,183.0,5.3,100.0,58.19,465.55,8.0,96990.0,medium,Winter,
418,SEP, Bedroom  ,Fan,70.0,17.0,3.0,107.1,856.8,8.0,3570.0,high,,False
486,,Living Room,AC,1937.0,7.0,2.0,813.54,6508.32,8.0,27118.0,HIGH,,True
754,Feb,Bedroom, Computer  ,199.0,5.6,2.0,66.86,534.91,8.0,2228.8,Medium,Winter,False
417,Oct,living room,AC,-1711.0,,2.0,431.17,3449.38,8.0,,High,Autumn,True
434,Dec,Bedroom,TV,112.0,,1.0,16.46,131.71,8.0,,Low,Winter,False
16,April,BEDROOM,Light,19.0,8.2,2.0,9.35,74.78,8.0,311.6,low,,False
140,apr,LIVING ROOM,Light,11.0,5.2,2.0,3.43,27.46,8.01,114.4,Low,,False
99,NOV, Drawing Room  ,tv,119.0,3.1,3.0,33.2,265.61,8.0,1106.7,Med,,False
649,jun,Bedroom, AC  ,1084.0,4.3,1.0,139.84,1118.69,8.0,4661.2,High,,True
240,Nov,,FAN,57.0,12.4,2.0,42.41,339.26,8.0,1413.6,Med,Autumn,False
3,September,, Light  ,30.0,9.1,3.0.0,24.57,196.56,8.0,,Medium,,False
322,Mar, Bedroom  ,Computer,115.0,2.0,3.0,20.7,165.6,8.0,690.0,Med,Spring,False
936,February,Dining Room,LIGHT,33.0,5.5,1.0,,43.56,,181.5,,,False
290,Aug,BEDROOM,,10.0,7.8,1.0,2.34,18.72,8.0,78.0,low,Summer,
157,April,Kitchen,Washing Machine,652.0,,2.0,46.94,375.55,8.0,,Med,,True
683,Jan,DRAWING ROOM,Computer,177.0,5.8,2.0,61.6,492.77,8.0,2053.2,medium,Winter,False
434,June,DINING ROOM,LIGHT,17.0,,2.0,4.18,33.46,8.0,,low,,False
212,FEB,Kitchen,washing machine,401.0,2.0,1.0,24.06,192.48,8.0,802.0,medium,,True
441,December,LIVING ROOM,Computer,202.0,6.1,2.0,73.93,591.46,8.0,2464.4,Medium,,False
34,May,,Light,15.0,9.2,2.0,8.28,66.24,8.0,276.0,Low,Spring,False
558,August,DINING ROOM,Fan,90.0,700.0,1.0,18.9,151.2,8.0,63000.0,low,,False
949,Nov,LIVING ROOM, Fan  ,82.0,-,3.0,70.11,560.88,8.0,,Medium,Autumn,False
895,,Living Room,Fan,71.0,7.2,2.0,30.67,245.38,8.0,1022.4,Med,,False
54,May,dining room,Light,,4.6,2.0,7.18,57.41,8.0,,low,Spring,False
317,n/a,n/a,Fan,68.0,17.9,2.0,73.03,584.26,8.0,2434.4,Medium,,False
218,May,DINING ROOM,Fan,5200.0,17.3,1.0,26.99,215.9,8.0,89960.0,medium,Spring,False
46,Dec,Bathroom, Fan  ,74.0,6.2,1.0,13.76,110.11,8.0,458.8,Low,Winter,False
229,Feb,Drawing Room,Computer,153.0,8.4,2.0.0,77.11,616.9,8.0,,Med,Winter,False
846,Dec,bedroom,heater,1229.0,2.4,1.0,88.49,707.9,8.0,2949.6,Med,Winter,False
643,Jan,Bathroom,heater,1157.0,3.2,3.0,333.22,2665.73,8.0,11107.2,HIGH,Winter,False
113,jan,Bedroom, Computer  ,153.0,8.5,2.0,78.03,624.24,8.0,2601.0,Medium,,False
245,November,Living Room,Fan,66.0,11.1,2.0,43.96,351.65,8.0,1465.2,Med,,False
900,Aug,,,1204.0,5.0,3.0,541.8,4334.4,8.0,18060.0,HIGH,Summer,
545,Jul,Drawing Room,TV,137.0,4.0,3.0,49.32,394.56,8.0,1644.0,Med,Summer,False
748,sep,Bathroom,Heater,1164.0,3.9,3.0,408.56,3268.51,8.0,13618.8,HIGH,,False
829,August,Drawing Room, Computer  ,317.0,8.2,2.0,155.96,1247.71,8.0,5198.8,High,,False
993,Sep,Bedroom,Unknown,35.0,4.3,2.0,9.03,72.24,8.0,301.0,low,Autumn,False
361,May,Bedroom,TV,75.0,3.9,1.0,8.78,70.2,8.0,292.5,low,Spring,False
143,Feb, Drawing Room  ,FAN,75.0,14.8,1.0,33.3,266.4,8.0,1110.0,Medium,Winter,False
928,Apr,Living Room,light,33.0,459.99999999999994,3.0,13.66,109.3,8.0,45540.0,Low,Spring,False
283,Nov,,FAN,74.0,15.7,1.0,34.85,278.83,8.0,1161.8,Med,Autumn,False
44,Oct,Dining Room,Fan,,7.7,1.0,12.94,,,,Low,Autumn,False
387,Apr,drawing room,Light,23.0,7.9,3.0,16.35,130.82,8.0,545.1,low,Spring,False
541,Nov,Bedroom,?,33.0,9.1,3.0,27.03,216.22,8.0,900.9,Medium,Autumn,False
483,Dec, Drawing Room  ,TV,145.0,2.6,1.0,11.31,90.48,8.0,377.0,low,Winter,False
769,May, Dining Room  ,FAN,,,2.0,33.66,269.28,8.0,,Medium,Spring,False
577,OCT,kitchen,light,27.0,6.9,3.0,16.77,134.14,8.0,558.9,Low,,False
839,Jun,kitchen,Washing Machine,61800.0,0.5,3.0,,222.48,,92700.0,,Summer,True
417,Nov,Dining Room,FAN,74.0,15.9,1.0,35.3,282.38,8.0,1176.6,medium,Autumn,False
731,JUL,living room,FAN,62.0,,3.0,39.62,316.94,8.0,,Medium,,False
57,Aug,BEDROOM,Heater,985.0,3.3,2.0,195.03,1560.24,8.0,6501.0,high,Summer,False
941,Mar, Drawing Room  ,,66.0,5.6,2.0,22.18,177.41,8.0,739.2,Med,Spring,
454,May,BEDROOM,unknown,187.0,3.2,2.0,35.9,287.23,8.0,1196.8,medium,Spring,False
528,sep,Kitchen,MICROWAVE,777.0,0.3,2.0,13.99,111.89,8.0,466.2,low,,True
214,sep,Living Room, AC  ,952.0,N/A,1.0,188.5,1507970.0,7999.84,,HIGH,,True
632,Mar,Drawing Room,AC,910.0,8.6,2.0,469.56,3756.48,8.0,15652.0,HIGH,Spring,True
981,Oct,Drawing Room,AC,1242.0,3.9,3.0,435.94,3487.54,8.0,14531.4,HIGH,Autumn,True
3,may,bedroom,Computer,150.0,8.4,2.0,75.6,604.8,8.0,2520.0,Med,,False
545,Jun,kitchen, Microwave  ,943.0,0.1,3.0.0,8.49,67.9,8.0,,low,Summer,True
750,Nov,Living Room,AC,,3.9,3.0,689.72,5517.72,8.0,,high,Autumn,True
558,August, Bedroom  ,Heater,942.0,2.7,2.0,152.6,1220.83,8.0,5086.8,HIGH,,False
 306 ,Apr,kitchen,مش عارف,664.0,0.5,3.0,29.88,239.04,8.0,996.0,Medium,Spring,False
407,Jul, Kitchen  ,Microwave,915.0,0.4,2.0.0,21.96,175.68,8.0,,Medium,Summer,True
995,Aug,bathroom,Washing Machine,682.0,2.0,2.0,81.84,654.72,8.0,2728.0,Medium,Summer,True
257,Aug,Living_Room, Computer  ,319.0,2.6,2.0.0,,398.11,,,,Summer,False
923,April, Dining Room  ,Light,28.0,8.9,3.0,22.43,179.42,8.0,747.6,Med,,False
577,Oct,drawing room,Light,25.0,8.5,3.0,19.12,153.0,8.0,637.5,Low,Autumn,False
54,May,Drawing Room,,79.0,11.7,3.0,83.19,665.5,8.0,2772.9,medium,Spring,
954,JAN,LIVING ROOM, Light  ,30.0,6.1,3.0,16.47,131.76,8.0,549.0,Low,,False
48,Dec,Bedroom,Heater,1169.0,2.5,2.0.0,175.35,1402.8,8.0,,HIGH,Winter,False
672,May,Dining Room, Fan  ,78.0,6.6,1.0,15.44,123.55,8.0,514.8,Low,Spring,False
54,Jan,DINING ROOM,Fan,87.0,8.9,,23.23,185.83,8.0,,Med,Winter,False
828,November,LIVING ROOM,Computer,394.0,4.9,2.0,115.84,926.69,8.0,3861.2,high,,False
367,Jul,Living Room,TV,78.0,,3.0,28.78,230.26,8.0,,Med,Summer,False
449,August,,AC,,9.1,2.0,944.58,7556.64,8.0,,High,,True
423,May,Bedroom,,76.0,10.1,2.0,46.06,368.45,8.0,1535.2,medium,Spring,
48,Oct,Bedroom,FAN,,6.4,3.0,31.68,253.44,8.0,,Med,Autumn,False
50,Jul,LIVING ROOM,computer,177.0,5.5,3.0,87.61,700.92,8.0,2920.5,Med,Summer,False
774,Feb,Dining Room,LIGHT,38.0,3.1,1.0,3.53,28.27,8.01,117.8,Low,Winter,False
696,مش عارف,Bedroom,AC,932.0,7.9,3.0,0.66265,5301.22,8000.03,22088.4,Low,,True
410,May,bathroom,Light,36.0,9.1,1.0,9.83,78.62,8.0,327.6,Low,Spring,False
985,June,Dining Room,Fan,70.0,13.5,1.0,28.35,226.8,8.0,945.0,Medium,,False
85,Jul, Living Room  ,AC,1473.0,4.2,,371.2,2969.57,8.0,,HIGH,Summer,True
393,December,Kitchen,Fan,75.0,14.2,3.0,95.85,,,3195.0,Medium,,False
 804 ,February,Living_Room,fan,90.0,14.2,2.0,76.68,,,2556.0,Med,,False
92,Mar, Bathroom  ,LIGHT,12.0,4.1,3.0,4.43,35.42,8.0,147.6,low,Spring,False
596,Feb,Bathroom,HEATER,1392.0,2.2,2.0,183.74,1469.95,8.0,6124.8,High,Winter,False
514,Jan,Living Room,Computer,120.0,,1.0,33.12,264.96,8.0,,Med,Winter,False
338,Mar,Drawing Room,TV,154.0,4.8,2.0,44.35,354.82,8.0,1478.4,Medium,Spring,False
975,Jul,Kitchen, Fan  ,59.0,8.1,1.0,14.34,114.7,8.0,477.9,low,Summer,False
559,Sep,Drawing Room,fan,89.0,13.9,3.0.0,111.34,890.71,8.0,,HIGH,Autumn,False
996,May,Living Room, AC  ,1229.0,4.9,1.0,180.66,1445.3,8.0,6022.1,HIGH,Spring,True
640,Oct, Drawing Room  ,,-77.0,3.7,3.0,25.64,205.13,8.0,-854.7,medium,Autumn,
417,Mar,bathroom,LIGHT,14.0,4.4,3.0,5.54,44.35,8.01,184.8,low,Spring,False
414,not sure,Dining Room, Light  ,38.0,9.2,3.0,31.46,251.71,8.0,1048.8,medium,,False
442,Dec, Living Room  ,computer,255.0,8.1,3.0,185.9,1487.16,8.0,6196.5,HIGH,Winter,False
485,Dec,dining room,Light,21.0,9.6,2.0,12.1,96.77,8.0,403.2,low,Winter,False
783,JAN,Bedroom,Computer,233.0,9.9,3.0,207.6,1660.82,8.0,6920.1,High,,False
44,,Drawing_Room,Light,19.0,4.7,2.0,5.36,42.86,8.0,178.6,Low,,False
119,Mar,kitchen,Washing Machine,491.0,1.2,1.0,17.68,141.41,8.0,589.2,low,Spring,True
418,November,LIVING ROOM, Light  ,17.0,9.1,1.0,4.64,37.13,8.0,154.7,low,,False
356,Dec,,Light,15.0,7.7,2.0,6.93,55.44,8.0,231.0,low,Winter,False
248,May,bedroom,Computer,347.0,9.9,1.0,103.06,824.47,8.0,3435.3,High,Spring,False
678,Apr,DINING ROOM, Fan  ,65.0,16.6,3.0,97.11,776.88,8.0,3237.0,medium,Spring,False
710,August,Drawing Room, TV  ,109.0,2.9,1.0,9.48,75.86,8.0,316.1,Low,,False
594,May,Bedroom,Heater,1332.0,1.7,2.0.0,135.86,1086.91,8.0,,High,Spring,False
438,Jun, Living Room  ,TV,71.0,5.8,3.0,37.06,296500.0,8000.54,1235.4,medium,Summer,False
 609 ,Sep,Bedroom,Heater,1231.0,1.3,2.0,96.02,768.14,8.0,3200.6,medium,Autumn,False
312,apr,dining room,Fan,57.0,15.6,3.0,80.03,640.22,8.0,2667.6,medium,,False
794,February, Bedroom  ,Computer,240.0,2.3,2.0,33.12,264.96,8.0,1104.0,medium,,False
226,Jul,DINING ROOM,light,,9.5,1.0,5.13,41.04,8.0,,Low,Summer,False
541,nov,Bathroom,FAN,-75.0,7.2,1.0,16.2,129.6,8.0,-540.0,low,,False
559,Jun,BATHROOM, Heater  ,883.0,1.9,2.0,100.66,805.3,8.0,3355.4,high,Summer,False
736,September, Drawing Room  ,na,1407.0,9.7,3.0,1228.31,9826.49,8.0,40943.7,High,,False
324,Jan,kitchen,Fridge,138.0,20.2,3.0,250.88,2007.07,8.0,8362.8,high,Winter,True
642,MAY,Bedroom,Light,17.0,9.1,2.0,9.28,74.26,8.0,309.4,Low,,False
544,Aug,Living_Room,Fan,89.0,11.9,1.0,31.77,254.18,8.0,1059.1,Med,Summer,False
654,Sep,BEDROOM,COMPUTER,389.0,8.0,2.0,186.72,1493.76,8.0,6224.0,HIGH,Autumn,False
674,October, Dining Room  ,LIGHT,2000.0,4.2,1.0,2.52,20.16,8.0,8400.0,Low,,False
12,JUN,Bathroom,Washing Machine,471.0,1.1,2.0,31.09,248.69,8.0,1036.2,medium,,True
491,Jan,KITCHEN,FRIDGE,23300.0,18.7,2.0,261.43,2091.41,8.0,871420.0,HIGH,Winter,True
812,Oct,DRAWING ROOM,ac,1708.0,5.6,2.0,573.89,4591.1,8.0,19129.6,high,Autumn,True
573,Oct,Bedroom,Fan,54.0,8.4,3.0,40.82,326.59,8.0,1360.8,Medium,Autumn,False
149,Feb,DRAWING ROOM,Light,22.0,9.4,3.0,18.61,148.9,8.0,620.4,Low,Winter,False
80,Jun,Bedroom, Fan  ,81.0,10.7,1.0,26.0,208.01,8.0,866.7,Med,Summer,False
276,Apr,Living_Room,fan,71.0,17.8,2.0,75.83,606.62,8.0,2527.6,medium,Spring,False
235,Jul, Kitchen  , Microwave  ,1090.0,0.3,3.0,29.43,235.44,8.0,981.0,medium,Summer,True
318,Feb,Drawing Room,light,11.0,5.8,1.0,1.91,15.31,8.02,63.8,Low,Winter,False
595,Mar,living room,AC,1247.0,8.5,1.0,317.99,2543.88,8.0,10599.5,High,Spring,True
362,Dec,Bathroom,FAN,66.0,10.5,1.0,20.79,,,693.0,medium,Winter,False
960,Jul,Dining Room,fan,83.0,13.2,2.0,65.74,525.89,8.0,2191.2,medium,Summer,False
94,Aug,Living Room,-,,3.5,3.0,19.53,156.24,8.0,,Low,Summer,False
280,Jun,Dining Room,Light,21.0,9.5,2.0,11.97,95.76,8.0,399.0,low,Summer,False
311,May,BEDROOM,Fan,59.0,8.3,2.0,29.38,235.06,8.0,979.4,Med,Spring,False
469,feb,kitchen,Washing Machine,646.0,,1.0,11.63,93.02,8.0,,low,,True
28,May,Bedroom,Heater,1206.0,3.6,1.0,0.13025,1041.98,7999.85,4341.6,Low,Spring,False
270,jul,مش عارف,Fan,76.0,7.1,1.0,16.19,129.5,8.0,539.6,low,,False
447,,Kitchen,microwave,1183.0,N/A,2.0,14.2,,,,low,,True
469,SEP,Dining Room,?,18.0,5.5,3.0,8.91,71.28,8.0,297.0,Low,,False
883,Jun,living room,N/A,1032.0,8.5,1.0,263.16,,,8772.0,High,Summer,False
494,Feb,Dining Room, Light  ,11.0,7.7,2.0,5.08,40.66,8.0,169.4,low,Winter,False
610,sep,Drawing Room,Light,27.0,7.9,1.0,6.4,51.19,8.0,213.3,Low,,False
848,Jan,,fan,75.0,9.2,1.0,20.7,165.6,8.0,690.0,Med,Winter,False
550,Jul,Living Room,Computer,197.0,-5.4,2.0.0,63.83,510.62,8.0,,Medium,Summer,False
765,Jun,Bedroom, Computer  ,268.0,,,159.19,1273.54,8.0,,High,Summer,False
319,March,DRAWING ROOM,FAN,,16.2,2.0,70.96,567.65,8.0,,medium,,False
81,Sep,BATHROOM, Heater  ,1012.0,1.4,1.0,42.5,340.03,8.0,1416.8,Med,Autumn,False
816,Jul, Dining Room  ,Fan,74.0,6.4,1.0,14.21,113.66,8.0,473.6,Low,Summer,False
468,Feb,BATHROOM,Fan,85.0,9.6,1.0,24.48,195.84,8.0,816.0,medium,Winter,False
2,May,Kitchen,microwave,1002.0,0.4,1.0,12.02,96.19,8.0,400.8,low,Spring,True
654,Jun,Bedroom,Light,31.0,9.1,3.0,25.39,203.11,8.0,846.3,medium,Summer,False
256,May,Dining Room,light,28.0,3.1,3.0,7.81,62.5,8.0,260.4,Low,Spring,False
170,Mar,,fridge,105.0,21.0,1.0.0,66.15,529.2,8.0,,Medium,Spring,True
716,Jul,Bedroom,ac,957.0,4.1,3.0.0,353.13,2825.06,8.0,,HIGH,Summer,True
78,Nov, Drawing Room  ,FAN,51.0,7.6,150.0,34.88,279.07,8.0,58140.0,Med,Autumn,False
460,Dec,Bedroom,computer,298.0,8.9,1.0,79.57,636.53,8.0,2652.2,Medium,Winter,False
685,Feb,DRAWING ROOM, Light  ,,5.3,2.0,11.77,94.13,8.0,,Low,Winter,False
716,Aug,Living Room,light,15.0,3.1,2.0,2.79,22.32,8.0,93.0,low,Summer,False
983,Apr, Living Room  , Computer  ,333.0,5.8,1.0,57.94,463.54,8.0,1931.4,medium,Spring,False
810,March,Kitchen,Microwave,118400.0,0.4,2.0,28.42,227.33,8.0,94720.0,Medium,,True
270,oct,Drawing Room,Fan,78.0,9.5,1.0,22.23,177.84,8.0,741.0,Med,,False
235,Jul,Bedroom,TV,163.0,5.7,3.0,83.62,668.95,8.0,2787.3,Medium,Summer,False
824,Mar,drawing room, AC  ,1978.0,4.4,3.0,783.29,6266.3,8.0,26109.6,high,Spring,True
214,April,Drawing_Room, TV  ,171.0,2.1,2.0,21.55,172.37,8.0,718.2,Med,,False
80,Jul,مش عارف,Light,33.0,3.9,1.0.0,3.86,30.89,8.0,,Low,Summer,False
883,Jan,kitchen,MICROWAVE,957.0,0.4,2.0,22.97,183.74,8.0,765.6,medium,Winter,True
46,December,Kitchen,Microwave,959.0,0.4,2.0,23.02,184.13,8.0,767.2,Medium,,True
609,Mar, Kitchen  ,Fan,84.0,8.4,3.0,63.5,508.03,8.0,2116.8,Medium,Spring,False
272,feb,KITCHEN,Light,27.0,4.5,1.0,3.65,29.16,7.99,121.5,Low,,False
45,May,DRAWING ROOM,Computer,174.0,6.7,1.0,34.97,279.79,8.0,1165.8,medium,Spring,False
977,Jul,Living Room,AC,1591.0,4.6,3.0,658.67,5269.39,8.0,21955.8,high,Summer,True
215,jan,Drawing Room,Fan,67.0,6.4,1.0,12.86,102.91,8.0,428.8,low,,False
130,Feb,Drawing Room,Fan,72.0,17.5,2.0,75.6,604.8,8.0,2520.0,Medium,Winter,False
732,May,Bedroom,tv,70.0,3.7,2.0,15.54,124.32,8.0,518.0,low,Spring,False
588,oct,Drawing_Room,LIGHT,17.0,5.2,1.0,2.65,21.22,8.01,88.4,low,,False
327,Sep,Kitchen,Fan,5600.0,9.7,3.0,,391.1,,162960.0,,Autumn,False
177,Jul,Living Room, AC  ,1960.0,850.0,1.0,499.8,3998.4,8.0,1666000.0,High,Summer,True
479,NOV,KITCHEN, Fan  ,80.0,8.9,2.0,42.72,341.76,8.0,1424.0,medium,,False
743,apr,dining room,مجهول,79.0,,2.0,41.24,329.9,8.0,,Medium,,False
134,Jul,Kitchen,Fan,67.0,8.2,3.0,49.45,395.57,8.0,1648.2,Medium,Summer,False
381,May,kitchen,Washing Machine,425.0,0.9,3.0,34.42,,,1147.5,medium,Spring,True
631,August,Dining Room,Light,31.0,7.0,1.0,6.51,52.08,8.0,217.0,low,,False
964,Apr,Living Room,COMPUTER,293.0,5.8,1.0,50.98,407.86,8.0,1699.4,Medium,Spring,False
805,Aug,Bedroom,,1617.0,2.9,1.0,140.68,1125.43,8.0,4689.3,High,Summer,
614,Jun,Living Room,Fan,53.0,16.3,3.0,77.75,622.01,8.0,2591.7,Medium,Summer,False
276,February, Living Room  ,Fan,75.0,12.8,2.0,57.6,460.8,8.0,1920.0,Medium,,False
539,August,Bedroom,Computer,314.0,8.9,2.0,167.68,1341.41,8.0,5589.2,high,,False
31,Jan,Living Room,tv,-127.0,2.9,1.0,11.05,88.39,8.0,-368.3,Low,Winter,False
825,dec,LIVING ROOM,TV,137.0,3.7,1.0,15.21,121.66,8.0,506.9,Low,,False
667,not sure,Kitchen,Fridge,136.0,21.8,3.0,266.83,2134.66,8.0,8894.4,HIGH,,True
617,Mar,bedroom,ac,1028.0,7.1,2.0,437.93,3503.42,8.0,14597.6,High,Spring,True
906,Nov,BEDROOM,TV,76.0,3.0,2.0,13.68,109.44,8.0,456.0,low,Autumn,False
921,September,DRAWING ROOM,Fan,65.0,7.8,3.0,45.63,365.04,8.0,1521.0,medium,,False
513,dec,Living Room,TV,153.0,4.9,2.0,44.98,359.86,8.0,1499.4,Medium,,False
961,may,Dining_Room,light,29.0,6.2,1.0.0,5.39,43.15,8.01,,Low,,False
148,Apr,living room, TV  ,-118.0,4.4,2.0.0,31.15,249.22,8.0,,Medium,Spring,False
94,May,Drawing_Room,LIGHT,22.0,9.2,2.0,12.14,97.15,8.0,404.8,low,Spring,False
630,April, Drawing Room  , TV  ,,3.0,3.0,46.44,371.52,8.0,,Medium,,False
682,January,dining room,Light,16.0,5.0,2.0,,38.4,,160.0,,,False
104,Oct, Living Room  ,FAN,69.0,17.6,3.0,109.3,874370.0,7999.73,3643.2,High,Autumn,False
484,oct,bedroom,Computer,195.0,6.3,1.0,36.85,294.84,8.0,1228.5,Medium,,False
800,Feb,Dining Room,Light,32.0,8.5,1.0,8.16,65.28,8.0,272.0,Low,Winter,False
439,Mar,living room,AC,1444.0,9.4,1.0,407.21,3257.66,8.0,13573.6,high,Spring,True
373,Sep,Bedroom,Light,13.0,7.9,2.0,6.16,49.3,8.0,205.4,Low,Autumn,False
674,, Dining Room  ,,25.0,5.5,1.0.0,4.12,33.0,8.01,,Low,,
 18 ,Feb,Bathroom, Heater  ,1161.0,1.3,1.0,45.28,362.23,8.0,1509.3,Medium,Winter,False
187,August,Bedroom,AC,1514.0,7.3,3.0,994.7,7957.58,8.0,33156.6,High,,True
628,April,BEDROOM,Heater,1199.0,3.3,3.0,356.1,2848.82,8.0,11870.1,HIGH,,False
336,Mar,Kitchen,Light,22.0,5.5,1.0,3.63,29.04,8.0,121.0,low,Spring,False
351,Jan, Living Room  , Computer  ,331.0,3.8,2.0,75.47,603.74,8.0,2515.6,Medium,Winter,False
411,Aug,living room,AC,1167.0,5.4,3.0,567.16,4537.3,8.0,18905.4,high,Summer,True
613,July,Drawing_Room,Light,,5.2,2.0.0,3.74,29.95,8.01,,low,,False
